Tmc,i0,i1,i2,theta,x0
459.3818,0.020864859091926397,0.005220051072777984,1.7016556941843657,0.7897053611587732,-488.42657888393643
454.89697,0.03080175648061229,0.007559269803650886,1.7040568924849038,1.0604164318220657,-488.377044242315
455.00476,0.031028240548612657,0.007810604167880089,1.7032111784929476,0.8604768355415041,-488.37507204721453
455.47202,0.03150230702547406,0.007752293073337644,1.704304573035049,0.9623637632153247,-488.31333248734114
449.01895,0.018225356858498656,0.004769003641841316,1.701912628488479,0.6599086649436698,-488.51654844609396
394.83643,0.026240576025732126,0.006616458208532979,1.7054603631417489,0.7759791245981815,-488.6961695277845
401.04907,0.0283524044835691,0.007161862488443168,1.7055206493713237,0.8578347970696039,-488.47652950196857
401.5303,0.022101207599805158,0.006344606263614208,1.7039206900731922,0.585602609573776,-488.4741788849205
398.18176,0.023264284366422965,0.00598496103275651,1.7053089911988073,0.6982290372990321,-488.493488937103
402.80963,0.04282459325753769,0.010261620501620322,1.7047718503609575,1.0701291540933224,-488.4486466772051
365.31583,0.030063615477343052,0.00792815181847055,1.7036792823012175,0.8416219882685626,-489.04435042752755
364.5626,0.0317648133062727,0.008136119687285323,1.705111512937339,0.8206077697096111,-488.9201328003094
363.61237,0.02856331269199765,0.0074124122506792406,1.7039241022983627,0.7630830147351995,-488.85322725450555
370.41507,0.02183428096994002,0.005999731719065438,1.7053776696090348,0.592496818174869,-488.78813181917883
363.2193,0.027605835935254994,0.007299368743504934,1.7047253642071427,0.7537734845896736,-488.72675800994483
324.29425,0.029997604900673224,0.0077639679358726624,1.7039829403445523,0.6776958007565654,-488.8824631184582
326.68375,0.030678484869847873,0.008203121559788602,1.705728060464908,0.7101655311362141,-488.6874544517847
324.23044,0.025421343544997664,0.006821818697856355,1.70644385885839,0.614294213674378,-488.53009239620815
325.09747,0.025561822000735472,0.006942170770342867,1.7065814065959815,0.6153576444703817,-488.8327774676765
332.08066,0.023783866199292684,0.006374061957672697,1.7048693767061471,0.49373179167574527,-488.73992499308963
286.28613,0.024886798201037386,0.006922503034103703,1.7071892797591983,0.5012881101669091,-488.4147092966007
286.0558,0.028523704092021367,0.007668547340237586,1.7061910654702457,0.5912441488320661,-488.56106826155786
282.24432,0.02657521423383324,0.00723114542494307,1.703697470357192,0.5051634159320253,-488.73819769959346
282.03244,0.028771895269765636,0.007700583548301534,1.706640447038404,0.5767124072202264,-488.5021144807644
283.73367,0.03509346660826418,0.009478513119866631,1.7063911102829115,0.697859360097022,-488.4888983023033
249.8348,0.027735676368336716,0.007594079667178474,1.7086022725330767,0.49317098761996475,-488.4665199214907
248.64403,0.02810204887496837,0.007708703861870962,1.7074244040040438,0.4860156795711069,-488.46060566987506
249.71883,0.02788198922731894,0.007393856063728255,1.7051522743526886,0.46111312733642074,-488.51456887656997
247.32372,0.030458632163986515,0.008420037340403374,1.704690843550919,0.5826596245142025,-488.370155118651
249.056,0.02663691591485012,0.007291902580282073,1.706638963308726,0.4685110108199187,-488.37630102235966
214.98866,0.02816649831863696,0.0077283394337932946,1.7078460341509458,0.4519956279080067,-488.4024883193066
214.54921,0.028511990371051857,0.007701010619126641,1.70693926509391,0.46263193452257856,-488.4326463654232
214.19257,0.02750060125911223,0.007803063902823434,1.7068934992562166,0.40659753543598876,-488.4780954953481
215.155,0.029303843709165427,0.008073065045720088,1.7075098427586493,0.46356106984539885,-488.33014143166486
214.65462,0.027417597091759765,0.007535556835034296,1.707381689886828,0.42436365407455573,-488.2304141209505
184.40454,0.027191923034216796,0.007528504856470583,1.708002429352275,0.36482711288943553,-488.2573834845717
184.1552,0.028343460269506553,0.007886982754689827,1.7066182491415347,0.38741720730671236,-488.406147952201
184.45558,0.02606838335906664,0.007152110640614466,1.7072918857929915,0.33674510464276775,-488.1992535684244
184.40036,0.02753829543883726,0.00782094682804042,1.7076675724297794,0.35207973542467774,-488.28597586283945
184.20586,0.028528931211441035,0.007844869446456968,1.7056923558220694,0.3740378014008971,-488.3372731990058
155.81966,0.027938749521138267,0.007747594433011515,1.7077267644217498,0.3290047744729678,-488.29110008199405
155.49562,0.029832815478888414,0.008169538008900563,1.7066763171691177,0.32835213519210527,-488.2436912646977
155.46214,0.02999594687238396,0.00825182918115968,1.7051522408170614,0.33605254532133905,-488.3156690210821
154.94763,0.028272940581832464,0.007889497332039398,1.7055440470586538,0.33320431034560793,-488.32976414180354
155.40857,0.028149925750313748,0.00789096718701438,1.7063619723958219,0.3569311135177918,-488.18438669340924
129.0245,0.02829453051365709,0.007938041010277373,1.7072030252462649,0.27572307873940616,-488.05442430771814
129.02455,0.028232311979778883,0.00787917947847726,1.706997017366228,0.28586090913258566,-487.9380305161832
128.927,0.028158280021855928,0.007914933191359132,1.7055185151386463,0.2953645513761425,-488.09835781407804
129.19115,0.028562373661736532,0.008139111448116031,1.7068952970657305,0.31368582253279026,-487.8466994711284
128.61766,0.027929622063029704,0.007871262525709292,1.706440683272978,0.297146431417049,-487.82609946639576
103.37729,0.0280476532007632,0.0077413884669321085,1.715232137261718,0.2621931473165507,-488.1981540588258
103.184746,0.028216608304758483,0.007941690209457342,1.7158839495827196,0.24669498943517448,-488.06571551557425
103.28367,0.02876322223512512,0.008097703240657356,1.7153655318288523,0.2718634608111544,-488.0294937913789
103.453224,0.02839916232815362,0.00798721185368741,1.7150260008326583,0.2668693428908869,-488.00968345198703
103.4343,0.028022527810870484,0.007820706255343694,1.7143172580743318,0.2364905778922222,-488.0978305894674
78.56855,0.028789734483375826,0.008089871954931202,1.6826983981338675,0.22676743784107156,-485.09042528219226
78.66213,0.028812893847465295,0.008018533754134907,1.6819914902780815,0.22185810391645644,-484.9454367716832
78.23853,0.021166999994925387,0.0049003683234622635,1.681930974488317,0.14277787575109968,-484.826158148139
78.54814,0.02879220858889346,0.008021022304486971,1.675652911604187,0.2293937169202427,-486.4030763333691
78.40272,0.02876853623029723,0.008063002961315307,1.6754084890914454,0.23269734333271946,-486.33406378647686
53.34401,0.028763185051213443,0.007996688363787629,1.6757881593897528,0.19545633730574064,-485.96759682384817
53.302647,0.028781715208046368,0.008028613017492936,1.6754449148516062,0.19405029475952978,-485.8879555195748
53.37262,0.028739561615605726,0.008009337948658308,1.675409896328787,0.20391716413826222,-485.842547362639
53.349674,0.02871451988214284,0.008026771558920651,1.675804818362529,0.19414412122202132,-485.7402220816053
53.22614,0.0285133446344173,0.007995351123489033,1.674273778741798,0.1896134566585659,-485.72358990152867
28.606743,0.02875033865069459,0.007985885645205144,1.6836232201302015,0.17807408598532093,-485.531423384357
28.526745,0.028864691340257053,0.008144413904616113,1.682736741622114,0.17814382582466692,-485.913523243224
28.531796,0.028553251324049973,0.008082918224367219,1.6826346561878849,0.18738360279944813,-485.8851251726899
28.56552,0.028688190158454974,0.0081143176039015,1.681925139296963,0.18648052430547224,-485.80539145592195
28.519176,0.028726543090607192,0.008094380696998513,1.6819603679874042,0.1815901171814844,-485.83890893157917
