Tmc,i0,i1,i2,theta,x0
815.04584,0.016454582035407644,0.0053441353366166485,1.6923325835467775,1.1388795491603279,-477.6736151633928
840.32007,0.014348148839211499,0.0045413827613295776,1.6933450344216303,1.4240158066826125,-477.7441442062668
840.3701,0.02551027717863997,0.005870414594120618,1.6919468094477865,1.7900436125948016,-478.0121055417968
911.2254,0.02018367250696876,0.004549710847333862,1.6939298195388965,2.055748112286751,-478.4731470668304
882.9813,0.38269471000446387,0.01714353076002214,1.7060613069671824,9.638066198671721,-484.99972986846603
837.6835,0.01346614944562905,0.0036502503359490007,1.6935679204968457,1.3924361620817642,-478.19267666956085
803.20294,0.018017940235548615,0.0058087636050017715,1.6908448812186154,1.065669820987516,-477.1315187825496
842.6021,0.010630403789053985,0.0037459924166345793,1.692338582301108,0.9001927111468008,-477.48828345489653
839.77637,0.013724261660929967,0.004446163472359282,1.6901883193977618,1.3116136954712139,-477.8796106135261
848.54474,0.02189393243993451,0.0047241937900540905,1.6920261766479883,1.347661306883728,-478.4949004541264
725.099,0.06541957948844301,0.007533238218635718,1.7018465965072715,3.5580138298991018,-479.38865055265944
771.863,0.014280237995982936,0.003965392068797523,1.7007855218228467,1.2348108566727678,-477.2588041625163
751.5119,0.03254385116974876,0.005152256047696512,1.7027341400553935,1.7896147429475733,-479.4887766766154
760.9174,0.4293900741895885,0.019015492919995148,1.7331951176998335,8.63556365527557,-484.99947563049165
739.24896,0.06480689440257972,0.00857351519131048,1.7022607132350398,2.9593283662260026,-478.86587446777685
733.38184,0.00945242591895109,0.0031317557510663306,1.699651791520814,0.8981240617985153,-477.11010697442407
714.29333,0.014572491100850477,0.004352986573903668,1.6997270972753311,0.9114324383511312,-477.2965747985361
712.7979,0.036185957709160214,0.007358140589796947,1.7001306279379749,1.8700235682225748,-477.16133053050595
736.2132,0.03745218218484578,0.007055146101909985,1.6994210113898467,2.215622393806952,-477.75890133802886
725.3065,0.027675634543186774,0.005915633003858341,1.6996674047960147,1.797850742060516,-477.5036796184885
623.08417,0.019981302202855027,0.005571091534894048,1.6971375182558732,0.9992709292236966,-477.42335113546665
622.7009,0.03763988481874976,0.006986445157057119,1.6952084050187395,1.7410803452419386,-476.76802097616445
616.1456,0.023300602524901688,0.006229772598433474,1.698022734250458,1.1060511258435497,-477.3010109998179
624.7267,0.02514540487550803,0.006778417616331245,1.6983537775423612,1.2943234778815298,-477.74002421013876
612.59546,0.027320682886864105,0.0060368979190516025,1.69647415023646,1.690660879403254,-477.14950319104474
627.4001,0.025237861171581045,0.006153482671966684,1.6978588511837116,1.241957019169993,-477.0303217871924
614.9218,0.019429936846653843,0.005285708040839241,1.6972708999064174,0.943172811538431,-477.58805745532993
618.78656,0.0173713706352517,0.005067966297560404,1.6983471214884152,0.8467944144838239,-477.28416923433133
621.73315,0.02070383373170246,0.0050278224130517945,1.6980262832865651,1.1309056222985838,-477.1873552614623
611.5009,0.014668653812637907,0.004672274108801184,1.6990540044975753,0.7039041138554033,-477.1792596513609
533.4108,0.03147359436058174,0.007247061799424235,1.7003449106091215,1.3734550866156932,-477.5225596879202
504.3492,0.025512720458931392,0.006379540447916963,1.7027447594559801,1.0296829181107485,-477.1857928728521
515.51825,0.02078105549982109,0.005414312262741516,1.7038263965336249,0.9355423472230201,-477.5760428662141
517.05255,0.024936284734008617,0.0064956098645762,1.7018406150294063,0.9872232335534499,-477.0493357077424
498.04544,0.021314252128751945,0.005738825040997568,1.7024697424415345,0.8368359537512027,-477.500015251885
518.5261,0.02371852611730754,0.005935450141828594,1.7007684434781283,0.8664392065836232,-477.2253561980826
517.043,0.021202908138254668,0.00603351649971909,1.7001218906936377,0.7737070548949875,-477.6600255656089
501.54617,0.0230984301506348,0.00595543137019952,1.7000033820007643,0.8741365861183328,-477.61142745470937
507.791,0.030073218866943256,0.007186947171850251,1.701482816484988,1.3116070193250953,-477.46582830184406
514.35266,0.02213287089991585,0.0058388368456528264,1.7024149456574844,0.9080472291632272,-477.6043488795648
421.363,0.022418992920388247,0.006228329582045216,1.6977070563427437,0.7621274320347455,-477.37135899980564
