x0,theta,di0,di2,epsilon,field
-294.1291417833164,0.29501730771363993,0.13191778457428377,-7.928795556769587e-05,0.06049258760768981,-4.0
-294.36545918879045,0.27819908643010965,0.13509360148998298,-0.0001369030314731089,0.0436655755572642,-3.9333333333333336
-294.6074352365341,0.2964096702221486,0.13427295945603213,-0.00023343510221466863,0.05288641642182983,-3.8666666666666667
-294.89890842153335,0.2838576257305801,0.12532803267930873,-0.00030002995935248514,0.1277023798628903,-3.8
-294.97447682178654,0.2862560889351323,0.13887018212687713,4.389353646293917e-05,0.08714531104135297,-3.7333333333333334
-295.41809791970763,0.30166409329679716,0.12133254089328313,-0.0003012711366847431,0.10413931517556174,-3.6666666666666665
-295.46385403612067,0.29580547255839457,0.1281535526402116,2.4307114906265773e-05,0.06528499965771323,-3.6
-295.71112191230185,0.27982830215539256,0.12853473107568314,-0.000418085580694377,0.038792501216883934,-3.5333333333333337
-295.8728066331569,0.303692724063135,0.12675013089804524,-0.00018618653776975488,0.02699950633371727,-3.4666666666666663
-296.1201519279512,0.2720529447919001,0.12863062635525996,-0.0004566159463176473,0.06882833111414491,-3.4
-296.3108603681579,0.29059112987069385,0.12835896767514265,-0.00015714432959089856,0.04311678841726062,-3.333333333333333
-296.49268384867037,0.295033688912128,0.12438906008903282,-0.00032782542890850454,0.03554715058420543,-3.2666666666666666
-296.59648753226173,0.2806170814606656,0.1296131954943671,-0.0002573075739792174,0.12960336864836672,-3.2
-296.7672142116878,0.2930912125563417,0.12992806931811238,-0.0003361031941581498,0.08899227889436101,-3.133333333333333
-297.0878953561997,0.28879574711897404,0.1287279003867566,3.157671461617871e-05,-0.009727888858190675,-3.0666666666666664
-297.2511980230872,0.29975692786277675,0.1280968692745027,-0.000256734348982951,0.09411196829549787,-3.0
-297.30257982107923,0.29253783073668493,0.133533938983323,-0.00022042390682083517,0.07715652315780566,-2.933333333333333
-297.48382886901845,0.28704487933454825,0.12934007037175135,-0.00033178083296519725,0.13615798247274566,-2.8666666666666667
-297.37985520844717,0.2881713254105876,0.13176628213735667,-0.00024377547738691814,0.05119162489571247,-2.8
-297.36701179596633,0.2876272568084577,0.13135790839002617,5.7575011289412984e-05,0.07643654716992776,-2.733333333333333
-297.6675290743878,0.290107176367687,0.13159137391959216,-8.552595004147781e-05,0.0972733608163052,-2.6666666666666665
-297.7864244292614,0.29582590435558886,0.12926224287022783,-0.00047049054511451684,0.13018557870335612,-2.6
-297.91884828629895,0.28222855128354846,0.13928017343607274,-0.00036293807457480584,0.09389621717244843,-2.533333333333333
-298.0869881277226,0.2908772276901181,0.1335518006437488,-0.00031033460846896125,0.1320771561640639,-2.4666666666666663
-298.2117819438178,0.28849985602495926,0.13342416703297297,-0.00048022443855951495,0.09780054942461901,-2.4
-298.25578421516224,0.28762130397123103,0.13138885404717346,-1.283727401833704e-05,0.12591181368144516,-2.333333333333333
-298.2887341865241,0.2926997607338775,0.13217089383892747,-0.0004815711288118811,0.11939537246612408,-2.2666666666666666
-298.3998582849764,0.27754957224502413,0.13446784842379977,-0.0005066781336754328,0.14692623072503608,-2.2
-298.5096658711632,0.290284033122255,0.13222551659077497,-0.0002867265998571826,0.11043263399021686,-2.133333333333333
-298.47445710162737,0.28395003492588167,0.1340174484806249,-0.0003476238771826591,0.14776370495605645,-2.0666666666666664
-298.58796867550814,0.3001903709503186,0.12960771053039397,-8.212100627504279e-05,0.16647508710889458,-1.9999999999999998
-299.09418411979664,0.30120249341026456,0.13202329887017294,-0.00037627205646107055,0.12453086157058724,-1.9333333333333331
-299.26768367149333,0.288612917474639,0.13500161921985065,-0.0004178400780404096,0.1926875492975305,-1.8666666666666665
-299.37030427744253,0.2914128376292135,0.13157122587696143,-0.000715685379170764,0.18065893721433118,-1.8
-299.6970615633029,0.306323634849912,0.13422543316819785,-0.0007381232750689942,0.1376594412549046,-1.733333333333333
-300.0260321033266,0.29221629412046524,0.13500688722057735,-0.0015725011855607471,0.13824710105154972,-1.6666666666666665
-300.13037853439147,0.2898767199634266,0.13298382671805803,-0.0019195255688811321,0.16642095344902563,-1.6
-300.04365264040865,0.2934149309172988,0.13424279086844482,-0.0008670910185179487,0.2111402139214275,-1.533333333333333
-300.5813729768516,0.28895290544368535,0.12529122162464326,-0.0007659179044809037,0.2663324793264037,-1.4666666666666666
-300.71378233513633,0.28881744910274093,0.1340489500459682,-0.0009111696779540081,0.2623272569366111,-1.4
-300.7121821371096,0.3108789672135087,0.1308911360907989,-0.0015627323547394432,0.2558399771309652,-1.333333333333333
-300.7651107292916,0.291828027165464,0.13069616539631962,-0.0018579603128584476,0.284947646292581,-1.2666666666666666
-300.610976162496,0.288002925667061,0.12541154247753344,-0.0007509139071127495,0.3881551180211673,-1.2
-300.8273443133711,0.2978019963480857,0.12238225271983649,-0.0005391254832195744,0.3447895783598639,-1.133333333333333
-301.0739173505201,0.29696536558131703,0.12806849147418012,-0.0005914045027743535,0.3916296270134462,-1.0666666666666664
-301.44860303717394,0.2844491824139818,0.13166138072173655,-0.0011693480087090918,0.3928790026892144,-1.0
-301.47237805564055,0.3006702800269268,0.12987031086727607,-0.0011461618087490846,0.41405799380713076,-0.933333333333333
-301.4779050854835,0.2934412640360654,0.13123986669412863,-0.0008976285650211983,0.4774077574106463,-0.8666666666666665
-301.48905535549704,0.30965352932400647,0.12389260839904874,-0.0010034619928471808,0.5235967761346992,-0.8
-301.4867974661627,0.28887812127677637,0.13049090977976205,-0.0006681909292830513,0.5039916247541235,-0.7333333333333331
-301.553729861084,0.2977216697319552,0.12759112836837125,-0.0008353815199409523,0.5810066808866379,-0.6666666666666665
-301.5489868299134,0.3046991525684642,0.12709726091956627,-0.0010907607559796696,0.5831290603863295,-0.5999999999999995
-301.10202112384997,0.2968480484072115,0.11535309818332104,-0.0011210394113965812,0.6037508999194651,-0.533333333333333
-301.3106932970141,0.2851662566575092,0.11525657906812246,-0.0007222107386127826,0.609532782681533,-0.4666666666666665
-301.34985857234517,0.2670430383722155,0.12173754745950384,-0.0007193131850951293,0.6298471178434694,-0.3999999999999995
-301.63270825498785,0.2807981397578114,0.12891372298069032,-0.0009698028183238502,0.7160678239491579,-0.33333333333333304
-301.6990366510306,0.30089202239959206,0.1294765338034608,-0.0017694821977275207,0.6339594745606804,-0.2666666666666665
-301.69557418990445,0.2992057048084018,0.13223267939547872,-0.0016451691882985375,0.7276346458679835,-0.19999999999999954
-301.7364723695477,0.29094491575392173,0.13689532000118457,-0.0015015902174344035,0.7549334574861045,-0.13333333333333303
-301.7070788765535,0.2750043871201112,0.13962505639306574,-0.0008666571247645449,0.6948148240230324,-0.06666666666666651
-301.15248211609224,0.28306732661487033,0.15818477986342894,-0.0015168648191341487,0.7460253708245398,4.547473508864641e-16
-300.8718112509885,0.31992638966421955,0.11280158702018532,-0.000815806963921719,0.7995218783322192,0.06666666666666697
-300.868971875293,0.3256002196228457,0.10501384019111212,-0.0007980857986796845,0.7873327450213811,0.13333333333333394
-300.86701525063893,0.3302118941949172,0.10740961249773501,-0.0007885878946280938,0.7337391691589064,0.2
-300.7852706036412,0.31525648818333685,0.10105624404952503,-0.000528989054242416,0.7463040190275084,0.266666666666667
-300.7352184785864,0.31830163997079125,0.10344963758426592,-0.000806874290375899,0.7594543960350533,0.3333333333333339
-300.6665791860545,0.31277970529652255,0.1094254625843559,-0.0008654409890035252,0.6661080519717948,0.4
-300.56005826118115,0.30354290876776796,0.11069158405796568,-0.000906842752026949,0.6367908699491039,0.46666666666666695
-300.60179405274056,0.3049316817552287,0.11837739613225777,-0.0007741990234513837,0.6708534878542596,0.533333333333334
-300.3764739309898,0.30354319638589033,0.1196584548102368,-0.0009660859378070433,0.5255639999068926,0.6
-300.4946939412746,0.31229425530716926,0.1190480119753453,-0.0005151378195843179,0.5693266228260885,0.666666666666667
-300.4492706107137,0.29969226571759877,0.12720121420424424,-0.0006560251630195295,0.5236188425248423,0.733333333333334
-300.37794654706613,0.3085625196643495,0.1260366443950862,-0.0006129450980282774,0.48260652881338056,0.8
-300.3712719189083,0.3033827803357388,0.12396610010783243,-0.0005257419985229507,0.46765919005183193,0.8666666666666669
-300.45317858768925,0.30145098241606827,0.12569458761385394,-0.0005297700186891144,0.42335467413874317,0.9333333333333339
-300.4145894138274,0.29022041289136113,0.1267044833186885,-0.0006023442743530868,0.3881627545467672,1.0
-300.2424208802138,0.29798173493233754,0.12835366682314756,-0.0007384113297706091,0.35117893695491365,1.0666666666666669
-300.244550368751,0.2903106108368582,0.12310483448204508,-0.0007519170549169734,0.40729476670359194,1.133333333333334
-300.1380142796484,0.30429137964065434,0.13050895341551796,-0.0008962699860531911,0.330132635545777,1.2
-299.96308114358965,0.28937923163440216,0.1309642031700572,-0.0005504546050463418,0.2604446845628789,1.266666666666667
-299.855397072717,0.2776368923770091,0.12997810559917333,-0.0006571794786462372,0.24528660829136031,1.333333333333334
-299.8408516442087,0.28683618304497616,0.13199826539162435,-0.0006970002969868452,0.3065691453469863,1.4
-299.7322732469339,0.29850073360438567,0.1294419664684615,-0.000489405755471647,0.2681183589748113,1.466666666666667
-299.71636913816025,0.27829615364766375,0.12943803159677605,-0.00011199678113072785,0.2032385886450992,1.5333333333333339
-299.7874581736715,0.2908602093989716,0.1275300427037305,-0.0004892627312648521,0.23531320575814635,1.6
-299.6935058061143,0.3005853839389222,0.1261492910999638,-0.00046383819575971036,0.22084591157860634,1.666666666666667
-299.6225177362128,0.30140895126886513,0.12563940052353817,-0.00026918918736131524,0.140140666846758,1.7333333333333338
-299.5099930373446,0.2872484515247656,0.12935810229025002,-0.00021431511660270687,0.18274176849677823,1.8
-299.45010402295617,0.2889306729583315,0.12665707040267565,-0.0003078060150518044,0.14440683188315936,1.866666666666667
-299.4136242781229,0.2756911478535194,0.12717582580312822,-0.0004188991743592459,0.15762993171356207,1.933333333333334
-299.25867245479907,0.311204230584357,0.12165409864984848,-0.00032380188818538307,0.1526805811937078,2.0
-299.0632038028366,0.29742067679147877,0.12056598943314654,-0.00014653868839924143,0.11939587629690784,2.066666666666667
-299.02048632760494,0.26565815122709713,0.12380343993682048,0.00012638991141544664,0.03674921886709418,2.1333333333333337
-298.979161710814,0.28438695296483585,0.12394177848537281,-0.0003224489556458424,0.11154676220625026,2.2
-298.7691098025833,0.2813051572005008,0.12003106969268984,-0.00010381393719857328,0.12652521248189355,2.266666666666667
-298.6162312904555,0.2822676748110473,0.1252414446024199,3.330211706353198e-05,0.0960942282145905,2.333333333333334
-298.6738906007822,0.28307699456604146,0.1238626615335963,-0.0003943955003974074,0.08966878324247927,2.4
-298.4792240146047,0.2929399266836391,0.1201307284495197,-7.327123823199142e-05,0.07498747762462571,2.466666666666667
-298.3900186601572,0.28448545305292755,0.11904721727438825,-4.794031923898462e-05,0.05222903749280463,2.533333333333334
-298.2556109240731,0.2969405455356814,0.11614235564522848,-0.0003029997969156787,0.12771589386392207,2.600000000000001
-298.13287504417985,0.29027993226765175,0.11638984946670757,-0.00016415358101499992,0.09856246732094462,2.666666666666667
-297.9995472582291,0.2862284614372271,0.12103829615032587,-0.00031410475092896777,0.11197763091203451,2.733333333333334
-298.11399630825326,0.2945993967730149,0.11172303523333826,-0.00017187293649181687,0.06662899955058141,2.8000000000000007
-298.2702239835736,0.27752781536749965,0.12163447447176695,-0.0001790953860760005,0.09783610090850199,2.866666666666667
-298.13035516685795,0.2934855469979543,0.11703485507137469,3.5861185280356095e-05,0.15942976248097376,2.933333333333334
-297.99582991167046,0.2932938272292394,0.11462081600683796,7.342812900867392e-05,0.10915003820169969,3.000000000000001
-297.92094594522587,0.27953687423329365,0.11697320000571931,-6.175525072415881e-05,0.09641704344344784,3.066666666666667
-297.6420919622806,0.2572260025332127,0.1234609823876524,-1.0320986419082881e-05,0.019101859051063718,3.1333333333333337
-297.52525326462484,0.2751549669816202,0.1264159758662674,-0.0001837492334366227,0.0813649842238075,3.200000000000001
-297.22094487389006,0.2624565690775037,0.12556277673855706,-0.00012481116761793945,0.08729121751780249,3.266666666666667
-297.0903470723768,0.25187291475825524,0.12079721275951508,-0.0003692419291614496,0.14264245702893263,3.333333333333334
-296.95080480657873,0.2652152200384907,0.12178418251987772,-0.00012119079565567634,0.05677394211305813,3.400000000000001
-296.69378831201897,0.27600316453439344,0.12161676693654959,-0.00016539383877574944,0.09920878630772899,3.466666666666667
-296.51789783168016,0.2702231322613282,0.12042923030899226,-9.029180333474202e-05,0.03471237678978997,3.533333333333334
-296.4252421797254,0.27274095254052066,0.11903651631893421,-0.00010986769687950419,0.08592258744193781,3.600000000000001
-296.269189744488,0.26871743311642465,0.11913023915964747,-4.7556363839532806e-05,0.0061191392066851594,3.666666666666667
-296.0832494054882,0.26624153353123065,0.11766773308422016,-5.0046838517712725e-05,0.01778237766139881,3.733333333333334
-295.9331186121722,0.26084087342365303,0.11666759339224576,-0.00023013129861466192,0.05061301561289366,3.8000000000000007
-295.74617515042166,0.2809540183076693,0.11929177899465121,0.00014425918490769236,-0.07716993038545336,3.866666666666667
-295.7818300402757,0.2717378721790182,0.1142471346270931,-3.844610715446739e-05,0.022631676927678483,3.933333333333334
-295.5362930590089,0.2662579010747076,0.11282789757487484,9.263457352544807e-05,0.04582447333592893,4.000000000000001
-292.58017723187794,0.26479847865477596,0.10724911229349121,-4.0935477070610494e-05,0.05406104609522354,4.0
-291.6466491867205,0.2610741161841125,0.1007200642053633,0.00011050031948589343,-0.0038574605581858544,4.066666666666666
-291.3376734599208,0.2655424853734171,0.09882919193385845,6.057659211399826e-05,0.050631680905246564,4.133333333333333
-291.19965425000754,0.26440567088003736,0.10000506445447142,-3.700508723878092e-05,-0.0038427320347982695,4.2
-290.9732568001353,0.2630992804729394,0.09818354119102256,-1.8857981880814257e-06,0.09733056372686484,4.266666666666667
-290.8170300538293,0.2676005800168088,0.09662173793596868,1.3446458281033949e-05,0.03361059540989986,4.333333333333333
-290.1357550971659,0.265055529501903,0.09820069268315423,-3.992488500472576e-05,0.049876947829148116,4.4
-289.9349723490824,0.26389219303753536,0.09585621664866603,-9.441045360754168e-05,0.0265523149474766,4.466666666666667
-289.7017810846562,0.27549032069255125,0.09526900441406608,-0.00023180023586581087,0.04968601165412042,4.533333333333333
-289.50455810506196,0.2491432589391204,0.09518514197744611,-0.0001531048873814561,0.09719307293013994,4.6
-289.2995179758824,0.27229369678808174,0.0924520904315418,4.704707558889356e-05,0.027916299018051573,4.666666666666667
-289.1052542457511,0.26572153814391597,0.09048358234662066,0.00012073798677347521,-0.02257038849131654,4.733333333333333
-288.9191843155523,0.28562857393759766,0.08496596479498705,6.403499181477177e-05,0.02676386022878285,4.8
-288.90379683179094,0.2579133687914368,0.0914329864095798,4.446839622023133e-05,0.010449627892066223,4.866666666666667
-289.0725877406233,0.2489595125133387,0.09228609699649869,-3.250519734248242e-05,0.058889449720418555,4.933333333333333
-288.9243851053229,0.2675508339486888,0.08787768896513333,-0.00024099897403804965,0.07344646496084692,5.0
-288.64695740136466,0.2688523885324517,0.08655415412690809,-0.00017288427655651482,0.17399813765161676,5.066666666666667
-288.3540318239091,0.27872780182931134,0.08075171552264106,4.688213690740342e-05,0.1235104614959159,5.133333333333334
-288.06190598340913,0.27811035060524847,0.08554694623312745,-5.814517058215239e-05,0.0315057935574252,5.2
-287.8311312883038,0.25361130917318014,0.07698538801543918,0.00010675171371615784,0.11176545371007034,5.266666666666667
