x0,beta,i0,i1,i2,Tmc
-452.9112490791475,1.4154009005705221,0.03140647374962353,0.006343005585034222,1.6922773201043328,327.9508972167969
-455.1626658235983,1.3887406920172565,0.0322681624071859,0.007406695656518173,1.7044007225660551,315.6507873535156
-452.9427852952444,1.5096978890275745,0.03247307500037476,0.006457493359783163,1.6920205691377512,315.3957824707031
-455.15130429711627,1.1704839648207075,0.029826909888665595,0.006886875394919309,1.7044554027130283,311.1286315917969
-453.23344628586165,1.3596936547358727,0.031968760982205725,0.006324953212248048,1.6913604290847575,298.234130859375
-455.27581648553047,1.0848116459609438,0.031150388858998873,0.007085603049138668,1.7047866372049145,286.6127014160156
-453.1057714155141,1.0442075778798594,0.02777886401441988,0.005481979904900959,1.6909907360164067,275.8227233886719
-455.37737514827865,1.1044614887413309,0.03164387211397989,0.007397515907756084,1.7038322164824056,269.48114013671875
-453.19890109804567,1.0457042086417916,0.032105435948400325,0.006625018759374894,1.6916721790176592,263.17572021484375
-455.229836980124,1.039949319337684,0.03150041384946855,0.007194401262111471,1.7047252311637633,258.1793518066406
-453.21227647441816,1.162708320990069,0.03299754897172302,0.006785118882292783,1.692130060238177,256.338134765625
-455.1766989346411,1.0433722708671824,0.03283251914742554,0.007680876440458618,1.705660240995557,250.30809020996094
-453.10803228673143,0.9538722349043619,0.03069863090587887,0.006289063520031955,1.692402340268836,247.08973693847656
-455.26675889099107,0.9184841615755559,0.031645568272225935,0.00725247376295473,1.7061427308599328,241.79336547851562
-453.0419683002525,1.0564407249498327,0.03279790804732003,0.006702558452050582,1.6917048098990923,235.95384216308594
-455.22538492396706,0.9348289228474389,0.03151447903875513,0.0073557195565243086,1.7049573207507185,230.83908081054688
-453.001098765593,0.9715505780875564,0.032026300568050774,0.006503436128442036,1.6917242645449726,225.3050537109375
-455.2909122136724,0.8880025982001255,0.03255314146290878,0.0075990916812960245,1.7046388411863467,218.3675994873047
-453.16949597367676,1.0091014887180276,0.03390743702121825,0.006960367157665277,1.6912691560907727,210.6572265625
-455.3432996490537,0.7990086633382253,0.032252748310463014,0.0074514576778712495,1.7046136615126246,202.38182067871094
-453.33677768095407,1.0732998603316701,0.03573968972228552,0.007437820813936974,1.6898235544519757,197.07806396484375
-455.234530392749,0.7932993197944502,0.03220743379278425,0.007388978508953105,1.7046019643493537,192.1147918701172
-453.17459015117197,0.8587542668689537,0.03335623735937284,0.006946867261407822,1.6896646289297184,186.6735382080078
-455.3051364940286,0.8243210938707051,0.033374765648349694,0.007746044399854865,1.7037517243327016,183.28549194335938
-453.0639146174959,0.8217369182092298,0.033086643725341654,0.006857142654315628,1.689913457552026,179.38217163085938
-455.36289490555384,0.7658364532258827,0.034070655787392996,0.008060904998588265,1.7032086488598241,177.2666015625
-453.14402574569147,0.7780274785157237,0.03391735952719765,0.007148170380354518,1.6900287269938112,174.23875427246094
-455.41455758756274,0.7902665142774395,0.03409881326026196,0.0081004882282384,1.703619979994795,171.42721557617188
-453.07481068663435,0.761395680454941,0.033843216979336274,0.00703125249932323,1.6899422461148341,167.7281036376953
-455.4242921030766,0.7160508142430019,0.03311795321645315,0.007793274039569119,1.702230142956285,165.59295654296875
-453.2737372927641,0.8016349155919243,0.03451094453639095,0.007105191523941352,1.6885689292273138,162.6218719482422
-455.47376627816095,0.7094724041738569,0.03370989261903799,0.007894925766183534,1.7022927437586757,160.00599670410156
-453.2019252440243,0.6674642040853824,0.03345244548861201,0.006918330052260995,1.689303710248051,157.22048950195312
-455.3356390656723,0.7034838533375772,0.03391165536523756,0.007998006727416263,1.7030438779210653,154.67433166503906
-453.2648739893576,0.754731771609809,0.03452378253541828,0.007232414007457319,1.68867062475139,151.781494140625
-455.4961834007985,0.6691466119798015,0.0336224110830618,0.00799348291933979,1.701515443435554,149.50270080566406
-453.26771845486536,0.6415296549156699,0.03388913491548211,0.006995428516379273,1.687627197891548,148.0450897216797
-455.7159862247516,0.5651583096781481,0.03215275136429403,0.0076372313940683105,1.7005034282816225,146.37930297851562
-453.4140311779652,0.6769055749640859,0.034458360516988584,0.007238025260985944,1.6868119459222106,115.32904815673828
-455.5619569569406,0.5786713167355704,0.03478256497300917,0.008228628273953573,1.7000496508812422,99.31523132324219
-453.3247546075982,0.5528482288698103,0.03412667056637828,0.00726330551011015,1.6856463797048267,90.6077651977539
-455.59360902090964,0.494383256125661,0.03384298847975218,0.00803634306811476,1.6996931891867928,83.80731964111328
-453.3405021921615,0.5171425899224473,0.034756480146461884,0.00732520794872785,1.6845022196645165,77.3275146484375
-455.70848395466703,0.427748774329148,0.03387336308141377,0.008099789963631601,1.6984013699160214,71.75460052490234
-453.50961248187787,0.44592417518578525,0.03455489570757628,0.00716816536218515,1.6832908105834525,66.91948699951172
-455.5169173520646,0.45701681170502695,0.03482577418517539,0.008315563576200632,1.6989014855587659,62.213897705078125
-453.48196800217687,0.47173818052763417,0.034728478886369096,0.007321919164125085,1.6831231554244914,58.23245620727539
-455.6725887596418,0.43092960795368157,0.034650527464777967,0.008304106720121615,1.6971205887715246,54.34556198120117
-453.44912626781695,0.4258138248140551,0.03444963998963178,0.007249365331158669,1.6833747525837701,50.70835494995117
-455.6439321723804,0.4202009302059295,0.034893723141455196,0.008437538283498833,1.6972447571100686,47.419681549072266
-453.3956946224525,0.4174302311257108,0.03497301764901214,0.007413314407369044,1.6833448075052588,44.296539306640625
-455.69423783601235,0.404972231186768,0.03515738915546716,0.008414882613290093,1.6971993833731198,41.504432678222656
-453.4469288093618,0.4143121570112836,0.035140222833581584,0.007478719429318573,1.683074242118226,38.923500061035156
-455.6287999083625,0.36981072009797833,0.03473993273869601,0.008305404349702663,1.6979145954179755,36.5599250793457
-453.404122761599,0.4068010270125898,0.034880760064252475,0.007354075504566685,1.6833854110482005,34.40313720703125
-455.5694703678482,0.35602892559646127,0.03415351555531819,0.008191407422843633,1.6985698177088195,32.53852844238281
-453.3372327252923,0.38770841517530846,0.03527404959118914,0.007463006050532172,1.683791225981609,30.8465576171875
-455.526980354745,0.3776952884170048,0.03428609084098347,0.008183516758673138,1.6982272524727224,29.330411911010742
-453.3412784229466,0.4050068130492673,0.03556666356484013,0.007677109254108514,1.6832096830840069,27.999048233032227
-455.5646681843344,0.3516377999347724,0.0341903000875084,0.008229965698909866,1.6980078760222772,26.8150577545166
-453.3441535740054,0.3808233465100276,0.03513458541332566,0.007493059790171019,1.6835756430442275,25.682540893554688
-455.66331714086283,0.3631698071208779,0.034059164106014166,0.008115105510735753,1.69793593719377,24.789461135864258
-453.39848825178206,0.36271445202549446,0.03475446040287733,0.007340514496816604,1.683360611394998,23.934246063232422
-455.6130615086328,0.364624743272613,0.034408105670568845,0.008281259810815463,1.6980288304028246,23.24169158935547
-453.3956762480455,0.37946778624388444,0.034845234586167256,0.007296012738855967,1.683164279540126,22.501338958740234
-455.5689134878197,0.3509253015365127,0.03416634479880024,0.008205080933181765,1.6981468022094732,22.037248611450195
-453.46722570040646,0.4092636161503178,0.03547781567879425,0.007585089773870398,1.6829258790261192,21.603336334228516
-455.66095219373153,0.3568841802665522,0.03434181904296355,0.008203235562074702,1.697897746860391,21.118488311767578
-453.4109515807173,0.36168194051350405,0.0348595759416946,0.007376066728408926,1.683361302021999,20.74358558654785
-455.6850085226046,0.33895752516977157,0.034064691819756784,0.008204592386547513,1.6976841309291248,20.37883186340332
-453.47410068268357,0.3856051898579187,0.03504002217879126,0.007388732267616765,1.6828772155852776,20.094802856445312
-455.6897420304022,0.35470988395616354,0.034601970214954945,0.008420108586933978,1.6979197842772464,19.698453903198242
-453.5464698179156,0.37863968241760093,0.03476292823149715,0.007331126066173472,1.6837086104962637,19.503442764282227
-455.6976717868093,0.33663204342675757,0.03410035186526238,0.008161213133128079,1.6988283894712959,19.294580459594727
-453.4812441080241,0.3684523568865234,0.035128163867979664,0.0074397467813037965,1.6839831760031545,19.1099796295166
-455.69698648141417,0.3346238459051259,0.034148785613163694,0.008157040412621589,1.6988166496974413,18.924650192260742
