Tmc,i0,i1,i2,theta,x0
843.6386,0.6524791395302542,0.04515537494729436,1.6962063046725453,6.930594412550123,-450.15626096963615
809.5363,0.03552293555841432,0.007081232807156348,1.7044642730541315,1.8997353802434513,-452.2842316897486
828.2727,1.9615274228644402,0.09644922120941116,1.6970674147296123,9.999998641393521,-450.87439575733146
812.39014,0.02305977027397911,0.0050239170246595705,1.7048258430177508,1.6573977666868187,-452.3630474694195
838.433,1.4365868894272589,0.07082672453761554,1.699597502502855,9.999999999996477,-450.2819518078262
857.9802,0.01617015843726019,0.004117826738587923,1.7031255683194018,1.3297090379726229,-452.5775448682518
845.7397,0.01128673262481762,0.002680833113731685,1.6985763510582033,0.9771411025494016,-450.95892551593136
816.5884,0.05185796031543048,0.010505576414304446,1.704218429923049,2.101131661680999,-451.44256758860644
809.5262,0.018754999971599965,0.004121406576024711,1.6963992077889165,1.2277247092509365,-450.67102307583156
820.79816,0.015558057007623537,0.004083679940735806,1.7035284328232994,1.1784942728183267,-452.1547441501142
702.1053,3.100123457448512,0.005800776299559648,4.7338959936340395,1.3792224142412453,-457.79713124472437
726.7216,0.03862594106611915,0.006938070634469582,1.7434946762859471,5.99304818800723,-440.0001285290217
756.67993,2.3457182385644457,0.005477354219256068,3.9790458178427395,1.554694903053668,-458.5237733170392
740.85876,0.001000000000004493,0.005007253302550838,1.7130338637346436,2.9369223177707395,-447.3575336523292
708.2199,0.011499669242509019,0.006207608158070634,1.696686874425955,1.067501990785757,-448.2243694617312
710.29675,0.0013698918896785095,0.005478029585162095,1.7302708729532608,0.1630375577509843,-443.73851865939565
742.0493,0.006757512172612976,0.005459721673809462,1.6955177806165875,0.5578157787510614,-448.1147594505799
764.0323,0.005098683828533315,0.005088148491644089,1.708111785244074,0.34576881411319405,-448.9071985618547
757.11804,0.008669815445175465,0.0052121888001663225,1.6986502663746565,0.8477732985583502,-448.2625831806444
742.4372,0.001121642766097728,0.005003620191241902,1.7100260219301777,0.1317882932276538,-448.1075155135229
605.1706,0.025271835837129573,0.005633115088441277,1.7025312612952446,1.4237641209421534,-451.7893993797381
625.1353,0.02150695187909263,0.005636341468277449,1.7090475097737592,1.0777821497606102,-452.9501031449833
609.42053,0.5443176458422142,0.015633647248090004,1.4866748216298322,6.251417015961196,-440.0000086905681
604.62665,0.04254611798563201,0.00902600685650183,1.708862296997899,1.4699888088126725,-452.7659059072814
612.14197,0.03587785091985744,0.004856574756633851,1.6917698198822748,1.084256311067145,-450.73039032823544
609.2861,0.018957512598577385,0.005701378081142704,1.7089384376234997,0.7310435014192439,-452.6258336380855
625.7484,0.03841379102057037,0.006024335924251449,1.6995137885308762,2.036955333685536,-450.82047635877836
649.1349,0.02248057579244793,0.005678948194013614,1.7096454052917522,0.9754744996940438,-452.79061297307743
648.4577,0.34819917807983414,0.006140089647274896,1.461385226749503,3.8679832664098557,-440.00000000000074
609.3286,0.03545234835060413,0.0075806315253173955,1.7095402619142634,1.4514397829840346,-452.61681780852683
528.7811,0.04193970485144916,0.006536393071850233,1.706778577607974,1.2857018650317835,-452.1142642158659
518.3661,0.6856509541258358,0.005824413936871842,2.3708769906017957,0.29431943945568895,-453.11377978609005
503.87787,0.041689289970507214,0.006334296335758467,1.7094696418682849,1.2115700606704116,-452.1924632476818
506.71652,0.37890757058353364,0.023723039024638445,1.7056682486670998,9.99999999648671,-450.1113353855038
508.70715,0.025717077982193085,0.007118463598758839,1.6976248930135422,0.8087395669937745,-450.5751121163396
503.78928,2.797194901231962,0.006095821850227475,4.445472719295194,1.1221320760268498,-458.8826328454063
510.36758,0.06281163339560504,0.007101559778088993,1.716580662171956,1.667652536883179,-453.16539789542935
507.95163,0.004418502445863675,0.006151435130476725,1.7003205484849082,0.4621697325344333,-451.2166213027416
504.0048,0.02346021243654384,0.006555329392595942,1.697898165064563,0.8300689834629349,-450.8147044526236
513.57776,0.00881242503520807,0.0059592429153000484,1.7018727016031332,0.5773078090500248,-451.4024638470954
425.79715,0.030731864830187524,0.006145573104713038,1.6955261958835077,0.9495949378328905,-451.30956454945704
435.48914,0.029802642325187895,0.006946690820645802,1.704506075826333,0.7894510757391625,-453.03198882557746
410.7235,0.031361135167094316,0.00601763309962779,1.6939295614495617,0.9763745159997158,-451.56798590943805
401.6462,0.031803092979815824,0.007369619354495171,1.703833953504176,0.8660477353931851,-452.9298610207624
411.21985,0.026111247627783992,0.005321847736069494,1.695359828384179,0.6873915003607729,-451.34133736194525
413.05084,0.030483185354698076,0.007147741022694325,1.7049902828526595,0.8279468817365266,-453.1387415131176
412.2815,0.02786458960413763,0.005619622098302939,1.6972016366296996,0.7865596657112337,-451.40044511870906
420.19965,0.02979610538080916,0.006930621193746187,1.7052872484139985,0.7581330970630975,-452.9785940909353
405.90482,0.023193809477110465,0.004609688429954368,1.696458587402533,0.5837172745857597,-451.33341745212743
404.4897,0.032083465311102004,0.007566933309039553,1.7043651317601904,0.8105640804709198,-453.1012349870681
351.5097,0.030670435353904634,0.006166180892551711,1.698673350581281,0.7683347682683144,-451.3506583453593
354.63724,0.030420070044928582,0.007235205309742953,1.7068426604368878,0.6665401822951944,-453.09677785443176
354.98053,0.031963633612781074,0.006477382092563791,1.6971199555666405,0.7685578908624515,-451.63560652837543
353.21548,0.028164612116320584,0.006738597168425271,1.706206592424807,0.5738716140088891,-453.2147597065561
354.29007,0.02813107471140712,0.005768909687885377,1.6971748532257898,0.7265678608425538,-451.6332379910569
358.77417,0.03184836149330964,0.007562195481895661,1.7057763051363126,0.7084553338359889,-453.320939741926
355.4315,0.030332608790792397,0.005998363160220484,1.6974456540836846,0.7492233155700028,-451.6618872374007
359.9067,0.031835586806689846,0.007336434195979646,1.7054451810340032,0.7144512317724255,-453.2468509196567
354.86505,0.031255841704810876,0.006324999352580065,1.6952626100020831,0.7670951514008911,-451.82689972311704
355.42102,0.02967836207010674,0.006964492873521478,1.7051692305451605,0.673265158011323,-453.50509018566714
315.3743,0.03354972135584164,0.0068013209169522325,1.6966886466596582,0.7279353504251165,-452.306605887149
308.97156,0.030366103790320762,0.007211445705037026,1.706976082017052,0.5979188106447086,-453.7427659814726
301.27524,0.03183125887737193,0.006476875495955736,1.6968760451607259,0.6591428144774424,-452.34900866784056
308.27136,0.032862183368928446,0.00788268435290575,1.7069938717685302,0.6248227183529461,-453.69577884731046
303.75528,0.034680586372634443,0.007062914188746203,1.697275246632964,0.7577315755438251,-452.36748346260345
304.65973,0.03247483760706211,0.007709269803983063,1.7067771529597768,0.6285275571403007,-453.91085837772573
