x0,theta,i0,i1,i2,Tmc
-482.5181876386281,0.21221508434891803,0.029237634699716287,0.008307401614383663,1.6570472138405798,23.727264
-482.5102974158431,0.20034814461963402,0.028737240514472604,0.008069773840214164,1.6571139942446447,22.611296
-482.62138075844655,0.20306561729868947,0.02879115100591636,0.008182013328493751,1.6562929424000892,21.74334
-482.5319728320862,0.19259631672078367,0.02867882156097341,0.008111239963233569,1.6569637339077024,21.032608
-482.6537410399885,0.19758227199519887,0.029039824475237043,0.008207678593040939,1.6564831751137072,20.479826
-482.6315214528102,0.18961281857296855,0.02829591881157467,0.008049416742011649,1.6563378432907145,20.005945
-482.69866372789636,0.19023636991092754,0.029114953066642368,0.0082445617315377,1.656541693327873,19.598873
-482.74870542168526,0.20305910750238604,0.02865525789782241,0.008197983118105554,1.6555503952742134,65.13386
-482.6609664735407,0.24809697685367163,0.02859657667697428,0.008091398460941772,1.655152745518265,126.31887
-482.66603761567256,0.284721089310895,0.028956043340033422,0.008113512703095814,1.6560654473598566,161.40031
-482.7748926646763,0.3204443187523724,0.02797332654050746,0.007863374975817744,1.6559888569813477,194.50705
-482.5277209460195,0.47293458577741165,0.028978034659689664,0.008029938853236853,1.6573194119066614,220.39105
-482.4205215958713,0.4455508081749195,0.027171312614781253,0.007378126356292324,1.6606637108400963,241.35028
-482.5455082230647,0.6121332200098818,0.02913362103716657,0.00796630933316039,1.662251720125779,258.71707
-482.5572838600856,0.6414005841167209,0.03054026908791031,0.008623296845985912,1.663407476341394,271.40106
-482.6328656568865,0.565280673358143,0.028531957034686493,0.00792752903935454,1.6624884168705365,283.56842
-482.7436900422944,0.5862497641373816,0.028001478732314674,0.007704483431085325,1.6627653030860305,294.4877
-482.94289608793184,0.5383684226802188,0.02637823447094026,0.007337960326026519,1.6622115213097832,299.4061
-482.9407236546173,0.5412504971951856,0.02474348560021943,0.006936178183927868,1.662947886538616,294.3333
-482.79858464949103,0.4882325733974684,0.026689160186705217,0.007249141564869379,1.6619141838240994,270.5691
-482.7261686580871,0.5438558264540434,0.028188209555371904,0.007857350764049248,1.663102251533909,246.05295
-482.82686167458724,0.5517488658199401,0.02924670206889957,0.007959147108067631,1.6613714625806926,226.84515
-482.62057644741174,0.36473590719244975,0.025789569571292942,0.007335056132667938,1.6609929035794315,212.9694
-482.8783018735192,0.382479920045416,0.025489653270041615,0.00762247017471912,1.6602353788192126,196.91887
-482.7433386607767,0.386820469664303,0.02846796515151028,0.007901521115139379,1.6585873798760733,181.69421
-482.80134922954556,0.36604606541102835,0.028473763051354777,0.007916776661380588,1.6580344487576488,169.01585
-482.75166072477174,0.34071571218475,0.028307855132969212,0.007891297215484091,1.6580288847693174,157.24437
-482.7294189742038,0.31192043101115524,0.02847463423525232,0.008109760670475159,1.6580975403393454,149.97165
-482.7848143651352,0.34494080723735226,0.029452635975529894,0.008140099169186617,1.6569089180718861,142.9079
-482.88773297318784,0.27778640410824074,0.027284619503178967,0.007781166437795029,1.6567020407238016,138.1321
-482.72004806434984,0.30178510976934325,0.028254396818817338,0.007942382009631066,1.6568161119464544,134.63142
-482.5984610153532,0.2947138953637929,0.028788199646794854,0.00800192398525968,1.6564714231279036,131.44058
-482.6607431697318,0.30887073010289556,0.029162805532206144,0.008261091632706906,1.6565546154884156,130.23161
-482.57332018725623,0.2823730842957611,0.028992608140010763,0.008229653108167548,1.6569589166395535,128.72943
-482.599115476256,0.2961312756260504,0.029066576394481715,0.008211274017366932,1.6564191863708635,128.27992
-482.7641404029414,0.28968546342674545,0.02838962531601749,0.007945659102641497,1.6552267454108016,128.00371
-482.64659118626327,0.2606167688813304,0.028157997711172056,0.007882355036962524,1.6556614394407534,127.51182
-482.5224692223836,0.26456522846152375,0.027855852600567135,0.007768125485481531,1.6571432718725152,127.07098
-482.5875969118092,0.2754860680834425,0.028008707599521343,0.007900658268166005,1.6563607095972515,126.788124
-482.68182938108254,0.27265407241848855,0.028740850700445325,0.008094205862452209,1.6559096816590462,126.8504
-482.6396706263091,0.31231680117194316,0.029207464981698954,0.008199770189578303,1.6558722285866032,126.49367
-482.5660450631454,0.27781070599005026,0.02824777234343359,0.008036647225665633,1.6569466910144035,127.02365
-482.685780754708,0.2661889625124804,0.028071081947321896,0.007973092809858176,1.656624328054052,126.64906
-482.7331385365138,0.2865260488742284,0.02942426928726123,0.008300166243535589,1.6567257223709722,126.80235
-482.54245967308486,0.2678814193444619,0.02881428850519339,0.008089922052583111,1.6570285410237888,126.34835
-482.7235452521402,0.2445520971011476,0.02830556166843993,0.007972678884833877,1.656100463205521,126.41385
-482.65410942692074,0.26285861937356547,0.028022024981872926,0.007827678564642572,1.6567587487956055,126.823715
-482.8372005284542,0.27680185738190644,0.02898713677810666,0.008238481842359166,1.6567208662894644,126.2681
-483.05879593191423,0.2933652951341618,0.029080313435568706,0.008161542646809657,1.6561022127383784,126.68089
-482.9893688261423,0.2920977977427139,0.02917455956238576,0.008183835639580543,1.6582515931853063,126.18682
-483.0371539513928,0.27355670416432554,0.028852560234548772,0.008176476553524999,1.6577808284043494,126.84681
-482.8432159898138,0.2651165883749435,0.028357078290083618,0.008017487952550037,1.658443481856503,126.553116
-482.900430505448,0.2758082788739889,0.02862879764383292,0.008022513441821477,1.6581724288570698,126.683525
-482.94731750249275,0.28034333089026464,0.028973015119911325,0.008176292668413245,1.6588765527909735,127.10378
-483.10475903868854,0.2739969992444022,0.02895672416171957,0.008261346786479076,1.658286076047636,126.69651
-483.18350381906356,0.27914773859416636,0.02820840252073092,0.00799038617899953,1.6578917805839932,126.88395
-483.1154554553192,0.2872006161482336,0.02886424445021742,0.008059919572390342,1.6580577840382775,126.41641
-483.0749479528178,0.2841679968097041,0.028534757967146922,0.007899341733619707,1.6579282109972358,126.72477
-483.01162929873976,0.28506729903838524,0.028166507918616038,0.007898715993013264,1.6583060456807535,123.73273
-483.12757638964814,0.281843170323614,0.028420174238926645,0.007893605488666102,1.6584323018616591,110.13897
-483.60841399263506,0.28404134943810116,0.02918651226566883,0.008164096104235042,1.657562840494976,98.980385
-483.70166454041276,0.25496874297099537,0.02837123111134582,0.00797553123757393,1.6562871138197583,89.6248
-483.72183999690475,0.24063352055445372,0.028320673748713113,0.007866242769299776,1.6568321067992418,81.399574
-483.82517847644027,0.2534289392154419,0.028450162614871207,0.007908999237901214,1.6569009232457708,74.98054
-483.79681441139803,0.24670555792751883,0.02884166819324637,0.008278589354240022,1.657361086809574,69.95527
-483.7949626732575,0.2386120222980705,0.02952913443129735,0.008364796533442936,1.656764257280603,65.91562
-483.7232863557434,0.2200219755899621,0.02862065224836648,0.008120847057184988,1.6579848826564745,62.82755
-483.8345388190545,0.2061997929535001,0.028376642544389954,0.008004882879194982,1.6567466179104349,60.338097
-483.80086667762487,0.21399900140059433,0.028720811606463195,0.008095212296242112,1.6567193027462754,58.56678
-483.9227831016043,0.20652243368734785,0.028621772322869107,0.008105087649940458,1.656291472039741,57.14073
-483.72267449354297,0.21489419593933926,0.028964017722196297,0.008202421941030434,1.6577367439998476,56.02201
-483.69831780068836,0.2110158627149559,0.02892709098756571,0.008231750523011587,1.658074314121272,55.324978
-483.6796374084787,0.22487540849665838,0.028690196877268884,0.008215499159517702,1.6580140727031636,89.26878
-483.7865675432096,0.24058540487588725,0.02859843100355662,0.00798051098059805,1.6565163402766163,118.53163
-483.7688626055716,0.2514220380393122,0.028204070265759485,0.007837474903711717,1.65680135685848,136.44783
-483.7188388593616,0.3060777226112326,0.028772574439291283,0.007986485223950377,1.657574695796512,149.83525
-483.8119215613472,0.3201738468701896,0.028758741776416814,0.008099734438019436,1.6578223771420528,161.3343
-483.8743956501649,0.369310693154542,0.029172872453011575,0.00808039073986704,1.6583996369938772,170.2932
-483.83763613728934,0.3389337594698903,0.02776600278851355,0.0077022852799602986,1.6588893780439316,177.81761
-483.7626030326051,0.39340336793666014,0.02864065465694426,0.007997177320143026,1.6596156336327224,184.11484
-483.89766003404543,0.38341507522411766,0.02886553683227465,0.00807445826171312,1.659249849244416,188.29243
-483.9067754648579,0.3783233553663482,0.028851608230688514,0.008003373095708923,1.658684581915152,192.72897
-483.80833722746235,0.4087045652000227,0.027950990104489978,0.007688466498899886,1.6597796039434047,196.9384
-483.8237012766687,0.39632254249706694,0.02709352166396884,0.007455699692881517,1.6594813930576358,198.54372
-483.7683123315523,0.3988766143660509,0.02761681536167962,0.00766093758449487,1.6594595533152228,200.93689
-483.5266442312462,0.4150064408740923,0.02845551528163992,0.007891497022603562,1.6608511624575801,203.41661
-483.5545443862488,0.41362893287071817,0.02796618086216467,0.0077134022310588555,1.661197457732752,203.29048
-483.7988392413359,0.40030413756232014,0.027808769190954277,0.007733509606550331,1.6603754566639481,204.69131
-483.7417284479059,0.45790996730503136,0.028730105008395734,0.007721405884376592,1.6621570802034589,203.51097
-483.92215149129834,0.4136363514121079,0.026417425772620295,0.0071977171784757205,1.6629102506854838,203.69554
-483.97408575775637,0.4125590614807577,0.028503229480030836,0.007792952158308097,1.6621108915717373,201.42456
-484.1583114949199,0.38390509384276233,0.027299003170416433,0.007605246549421126,1.6613878887152789,200.70523
-484.3572078408278,0.3788517056033233,0.027628795973717587,0.007698921181128674,1.6619535636136733,199.78374
-484.50831280999796,0.3720561809442346,0.027701454446718992,0.007483617775842203,1.6606453438293731,195.99934
-484.64496055755535,0.4417616944185189,0.028726237512153564,0.007938483819367773,1.6611145515465202,197.27377
-484.8381574090451,0.4262271884279365,0.029703887200316782,0.008338588858163461,1.660618014531716,196.45656
-484.7337175401203,0.3820108026164969,0.027850054024357113,0.007726145598270705,1.6615169439771151,196.82368
-484.8225161308408,0.4211079248310207,0.02862733960238161,0.00798153782173965,1.6613462044880671,195.50647
-484.6988812454404,0.4177028262277985,0.02819194906829701,0.007726084911756085,1.6625576158853332,196.01527
-484.56432296780173,0.33320683535342255,0.02755969500655634,0.007777158527918972,1.6628956197983433,194.58183
-484.5498605411562,0.43433473148987395,0.02920388950869399,0.008122925482860107,1.6629227995762017,195.6685
-484.78039644639057,0.38604697474685457,0.028402222277852402,0.007852369422230795,1.6611421234873092,195.56363
-484.73020499763805,0.39982176221538607,0.02813055894666842,0.007772178954405187,1.6625694161777276,194.39935
-484.63173337206257,0.3602955617735169,0.028241068778022897,0.007838118640536065,1.6639479138438538,193.78317
-484.83760698580284,0.3881060132945816,0.0277183683912454,0.007840827509600733,1.6625162933450495,194.6491
-484.74273609017337,0.4640372509002669,0.029465734442137098,0.008049481826104224,1.6630564372136494,194.51103
-484.73766167164547,0.4212925112502621,0.028305248881686382,0.007927068360564636,1.6637037489147053,195.31757
-484.86975157607657,0.3956971307898884,0.02835551057255112,0.007914604832393453,1.6628357874480528,194.22945
-484.86849499778174,0.4062408231643917,0.030155643732431722,0.008082136072790059,1.6640390349019505,195.18999
-485.2205169775824,0.4611384535162527,0.03096231584875986,0.008761559454265409,1.6613771969484992,194.81496
-484.9888666564635,0.4278291566251943,0.028859539637856296,0.00796507882503528,1.6626318914867195,195.55139
-484.97951946462933,0.39717149331409535,0.028964660507672668,0.007967235128895432,1.662768836623895,195.94081
-484.970990951669,0.4109330091588376,0.028811490309319166,0.008041125630855591,1.6628638077725049,194.43582
-484.93081993507525,0.3784103947622249,0.02791133606023269,0.007614022603836602,1.663485351281392,194.0912
-485.19412610713545,0.3939092616555017,0.02595315931801288,0.0072983485404581805,1.6619500290473261,194.34029
-484.847376791288,0.3852072740808247,0.02815569561173638,0.007937218025291118,1.6628245124584844,196.73668
-484.8304186941824,0.3732092486785672,0.025767951302098982,0.0072160057645292,1.6638883587361726,204.89261
-484.90612419504777,0.49767617029287947,0.031201069339344398,0.008418012194608242,1.6629927268428328,210.78223
-484.8604655452086,0.4415597993621626,0.027818017965297426,0.0076453462405908995,1.6623829073505567,218.75764
-484.698843433988,0.44978430926944407,0.02850988408628846,0.00794465547202166,1.6620760078917696,224.69705
-484.3860274377062,0.36649064325426195,0.02628705193428651,0.007215047523155459,1.6621849606150483,228.27216
-484.2612032472632,0.47816003856584866,0.027558974744032527,0.007375325224024606,1.6627741735465733,231.75284
-484.3620239801429,0.41055929675923497,0.027802690046341852,0.007619300359064632,1.6619818169241007,234.31172
-484.3286518896991,0.4603145037307967,0.0266979230820322,0.0072173876583064575,1.6622436138858794,237.64424
-484.3062453916652,0.39638380994083466,0.026929581771158922,0.007401747914590332,1.6625236009406459,240.21722
-484.3305277914151,0.47280169837200864,0.027719086285302914,0.007693864103946041,1.6625659475728016,241.24597
-484.4915034851447,0.40136819198429635,0.026341056092559347,0.007307438343677204,1.6616454079382021,242.90709
-484.4684073127224,0.5080046177412358,0.029433389542542317,0.008068094052575678,1.662608270364256,242.6632
-484.7024453253014,0.5376889629690724,0.031040809218837808,0.00832846113246341,1.6629029941603528,243.01111
-484.3401549026884,0.48758341177139874,0.02803029336918393,0.007594334095609367,1.663472136574996,243.5787
-484.27884960763606,0.5136007421739248,0.027029542821031708,0.007266023619672247,1.6648407451878973,245.10628
-484.5184176627184,0.5841847846360096,0.029499285367312986,0.007739320250045795,1.6628790077042046,243.62138
-484.5220747189765,0.4456955507852204,0.025494047518009395,0.007036682244874458,1.6640401943737682,244.80144
-484.6391524023261,0.49063763173511205,0.028062747815588148,0.0076711857001064065,1.6603933125025072,241.75829
-484.7643980132953,0.42372926443153924,0.027169037610941513,0.007660906966929835,1.6612442532688836,241.68645
-484.6108667759739,0.5221497602855715,0.029571929159324026,0.008154236305350844,1.663163409177804,241.20256
-484.4875787443963,0.48054288101032655,0.028199973839789564,0.007749258642570745,1.6638112518440036,230.70177
-484.39365757148875,0.44581213908591577,0.02860423040914881,0.007916633346623026,1.6607185836134055,198.98961
-484.2630437388963,0.40705594869920353,0.028280653703525577,0.00800238771651282,1.6615418842600633,173.15219
-484.0791285981871,0.36725918183436157,0.028851194318038866,0.008040611849136096,1.660231620507385,151.55586
-483.97092513566747,0.35860101379856874,0.029341105192735816,0.008120777179625692,1.6601090102773364,130.9549
-484.0264603466606,0.29746370472166167,0.028459649859199333,0.007931628231063604,1.6593263735921358,112.46963
-484.21939887427084,0.2977472458533466,0.028913465744099205,0.008077009013604083,1.658157931184829,95.89123
-484.15600497402045,0.25284857750370093,0.02859571899757841,0.007961078282421841,1.6579312880827266,82.0902
-484.18881581637504,0.23723575009292255,0.02852322163840939,0.008093632574436009,1.6581800370886117,70.18329
-484.1495517284544,0.24624272304695902,0.02887475826618528,0.008174015436932273,1.6584487976642706,60.571075
-484.10876882686136,0.2187809041302917,0.028907628330676196,0.008152752732667069,1.659012501878922,52.64524
-484.13795648242484,0.23272429593635507,0.028823249195823554,0.008145131342438832,1.6585234108437275,46.319435
-484.2925702782077,0.21600590978267026,0.028759268209407697,0.00809634071282105,1.6582767133582117,41.019062
-484.3540015934751,0.2120276372179764,0.028963906040050367,0.008166172095488387,1.658523840484325,36.561897
-484.44830575032773,0.2092551481635689,0.02935676085731173,0.00830970157150856,1.6587891121018108,32.91361
-484.2647591011501,0.2018733774312392,0.0287615684632189,0.008175851238335984,1.6604288053924798,30.071674
-484.2116348473089,0.18688502121268222,0.02894501468392478,0.008152189082523147,1.6600989485734616,27.767233
-484.19458336810163,0.19848546114568366,0.02884617874359522,0.008181375643274258,1.65956335066367,25.931799
-484.3358652705538,0.18477877247797167,0.02847499687557673,0.007975880844917635,1.6587845352476767,24.422405
-484.40370694902043,0.18813833410226602,0.028350173691082694,0.007943879753497784,1.658540661513132,23.236423
-484.33805365248725,0.19284188419497836,0.028677749428200495,0.008032647624649104,1.659214960350168,22.271622
-484.2667048725497,0.20234840271064233,0.028687191972356658,0.008063121960686408,1.6597109658471891,21.533987
-484.3744691582373,0.19684635391784205,0.029168974975451855,0.008221329148833174,1.6596684897533913,20.914232
-484.48533269042684,0.19334793984493104,0.028799825913729673,0.008047669857011433,1.6590864895708162,20.405235
-484.43699587280184,0.20217894140146583,0.028941724843991996,0.008153416899023245,1.6591945506513293,19.992723
-484.3666763308304,0.19635775589433863,0.029203593959948104,0.008333976983656635,1.6605005639098707,19.62541
-484.4934311783012,0.17968601909877543,0.028801695150187486,0.008147446777916477,1.6595045538871027,19.308357
-484.4881791229726,0.17208174246878427,0.028791365069412756,0.008178844449016892,1.6595657987784005,19.083782
-484.38984306993683,0.19705368395838932,0.02916180496971921,0.00828787611753376,1.659186714965073,18.853685
-484.1136313435736,0.16988950898997762,0.028331496125280253,0.008076152065012348,1.659611421767841,18.670164
-484.1053353206994,0.1973003676264125,0.028771167990900938,0.008055558479441059,1.658378003734464,18.492737
-484.0126543821329,0.21174954444453142,0.029030885154791297,0.008172273534490708,1.6583853607903027,18.339405
-483.83856343614804,0.19158675664879762,0.02883583388359544,0.00815016376310039,1.6598514175154238,18.210848
-484.06458695516073,0.1919734551438222,0.02880004786512217,0.008160337876554253,1.658581821859745,18.103182
-484.03051114452785,0.187912395386611,0.02881704555257099,0.00814256126704237,1.6577980580411928,18.002396
-483.9396440261907,0.17926144294276544,0.029041465701148926,0.00834316818488251,1.658760159685582,17.896688
-483.87226584086574,0.18613216701823015,0.028519613863993445,0.008076257792539392,1.6588500600704648,17.794958
-483.7847332639561,0.1880317396104434,0.028925871205341784,0.00818255386884004,1.6582586187700135,17.711838
-483.55530175868347,0.18666104709667858,0.029068540676430835,0.008122793962337222,1.6585552823695595,17.648584
-483.4907727012775,0.18564771023433474,0.029164863166011804,0.008265024178860488,1.6587918868559846,17.591166
-483.69917078195755,0.18655248264710206,0.029340100200604024,0.00828059870016189,1.657431670680483,17.525621
-483.4788203290285,0.17691353084273614,0.02865439450489635,0.007957660230477856,1.6580146909771007,17.464323
